family	group	method	auc_unit1	auc_unit25	auc_delta	avg_BS_delta
family_90	group5 len = 82	Supermatrix-ML	0.739375	0.652272727272727	-0.0871022727272727	0.0692708333333333
family_91	group5 len = 82	Supermatrix-ML	0.76943535188216	0.89	0.12056464811784	0.179427083333333
family_92	group5 len = 82	Supermatrix-ML	0.842712842712843	0.939090909090909	0.0963780663780663	0.115885416666667
family_93	group5 len = 82	Supermatrix-ML	0.803396072013093	0.945	0.141603927986907	0.207291666666667
family_94	group5 len = 82	Supermatrix-ML	0.751260504201681	0.782	0.0307394957983194	0.2125
family_95	group5 len = 82	Supermatrix-ML	0.845512642400667	0.774090909090909	-0.0714217333097578	0.0994791666666666
family_98	group5 len = 82	Supermatrix-ML	0.855611250348092	0.54	-0.315611250348092	0.053125
family_99	group5 len = 82	Supermatrix-ML	0.736607142857143	0.686363636363636	-0.0502435064935064	0.151041666666667
family_100	group5 len = 82	Supermatrix-ML	0.81505728314239	0.99725	0.18219271685761	0.0684895833333333
family_101	group4 len = 60	Supermatrix-ML	0.812051435406699	0.9946875	0.182636064593301	0.0606770833333333
family_102	group4 len = 60	Supermatrix-ML	0.799183911396094	0.645	-0.154183911396094	0.0359375
family_103	group4 len = 60	Supermatrix-ML	0.870927318295739	0.924074074074074	0.0531467557783347	0.11875
family_104	group4 len = 60	Supermatrix-ML	0.765572390572391	0.726296296296296	-0.0392760942760942	0.0700520833333333
family_105	group4 len = 60	Supermatrix-ML	0.845882352941176	0.949545454545455	0.103663101604278	0.0958333333333333
family_106	group4 len = 60	Supermatrix-ML	0.79503367003367	0.535	-0.26003367003367	0.0973958333333333
family_107	group4 len = 60	Supermatrix-ML	0.807378203323008	0.762	-0.0453782033230076	0.105208333333333
family_108	group4 len = 60	Supermatrix-ML	0.789915966386555	0.979090909090909	0.189174942704355	0.0614583333333334
family_110	group4 len = 60	Supermatrix-ML	0.728067618770038	0.49675	-0.231317618770038	0.0958333333333334
family_111	group4 len = 60	Supermatrix-ML	0.747958321599549	0.78875	0.0407916784004506	0.075
family_112	group4 len = 60	Supermatrix-ML	0.766975308641975	0.968518518518518	0.201543209876543	0.0942708333333334
family_113	group4 len = 60	Supermatrix-ML	0.70347850678733	0.84325	0.13977149321267	0.0666666666666667
family_114	group4 len = 60	Supermatrix-ML	0.772444444444444	0.896818181818182	0.124373737373737	0.0747395833333334
family_115	group4 len = 60	Supermatrix-ML	0.78625	0.938518518518519	0.152268518518519	0.122395833333333
family_117	group4 len = 60	Supermatrix-ML	0.798445767195767	0.9228125	0.124366732804233	-0.0104166666666667
family_118	group4 len = 60	Supermatrix-ML	0.703611111111111	0.663	-0.040611111111111	0.11015625
family_119	group4 len = 60	Supermatrix-ML	0.826968272620447	0.843333333333333	0.0163650607128868	0.1203125
family_120	group4 len = 60	Supermatrix-ML	0.691689466484268	0.938148148148148	0.24645868166388	0.108854166666667
family_121	group4 len = 60	Supermatrix-ML	0.713252314814815	0.94275	0.229497685185185	0.0903645833333333
family_124	group4 len = 60	Supermatrix-ML	0.794653349001175	0.873181818181818	0.0785284691806432	0.16171875
family_125	group4 len = 60	Supermatrix-ML	0.759207589285714	0.771818181818182	0.0126105925324674	0.0614583333333333
family_126	group4 len = 60	Supermatrix-ML	0.768888888888889	0.852272727272727	0.0833838383838384	0.149739583333333
family_127	group4 len = 60	Supermatrix-ML	0.791048951048951	0.913333333333333	0.122284382284382	0.110416666666667
family_128	group4 len = 60	Supermatrix-ML	0.910326086956522	0.9975	0.0871739130434783	0.09296875
family_129	group4 len = 60	Supermatrix-ML	0.776374859708193	0.869545454545455	0.0931705948372615	0.165104166666667
family_130	group4 len = 60	Supermatrix-ML	0.814055429864253	1	0.185944570135747	0.0677083333333333
family_131	group4 len = 60	Supermatrix-ML	0.769375	0.596851851851852	-0.172523148148148	0.0736979166666666
family_133	group4 len = 60	Supermatrix-ML	0.764791605945788	0.77640625	0.0116146440542115	0.0533854166666667
family_134	group4 len = 60	Supermatrix-ML	0.777497194163861	0.723148148148148	-0.0543490460157127	0.155989583333333
family_135	group4 len = 60	Supermatrix-ML	0.878142857142857	0.93962962962963	0.0614867724867725	0.122135416666667
family_136	group4 len = 60	Supermatrix-ML	0.807412587412587	0.683	-0.124412587412587	0.0971354166666666
family_138	group4 len = 60	Supermatrix-ML	0.810142857142857	0.701818181818182	-0.108324675324675	0.1203125
family_139	group4 len = 60	Supermatrix-ML	0.65924043062201	0.865454545454545	0.206214114832536	0.118489583333333
family_140	group4 len = 60	Supermatrix-ML	0.726091142490372	0.855	0.128908857509628	0.10546875
family_141	group4 len = 60	Supermatrix-ML	0.846209490740741	0.844074074074074	-0.00213541666666661	0.0286458333333333
family_142	group4 len = 60	Supermatrix-ML	0.788277511961722	0.800454545454545	0.012177033492823	0.08203125
family_143	group4 len = 60	Supermatrix-ML	0.823116028708134	0.8265	0.00338397129186607	0.0377604166666666
family_144	group4 len = 60	Supermatrix-ML	0.808483697372586	0.85375	0.0452663026274138	0.130989583333333
family_145	group4 len = 60	Supermatrix-ML	0.72234375	0.798636363636364	0.0762926136363636	0.15234375
family_146	group4 len = 60	Supermatrix-ML	0.852599179206566	0.953181818181818	0.100582638975252	0.155208333333333
family_148	group4 len = 60	Supermatrix-ML	0.761453619909502	0.82225	0.0607963800904977	0.156770833333333
family_149	group4 len = 60	Supermatrix-ML	0.776907001044932	0.865909090909091	0.0890020898641589	0.157552083333333
family_151	group4 len = 60	Supermatrix-ML	0.695286195286195	0.654444444444444	-0.0408417508417508	0.08828125
family_153	group4 len = 60	Supermatrix-ML	0.912997159090909	0.951363636363636	0.0383664772727274	0.0625
family_154	group4 len = 60	Supermatrix-ML	0.774570543508871	0.849090909090909	0.0745203655820383	0.0916666666666667
family_155	group4 len = 60	Supermatrix-ML	0.702931876976143	0.8035	0.100568123023857	0.190885416666667
family_156	group4 len = 60	Supermatrix-ML	0.863570601851852	0.982962962962963	0.119392361111111	0.16015625
family_157	group4 len = 60	Supermatrix-ML	0.818878439568095	0.9695	0.150621560431905	0.0520833333333334
family_158	group4 len = 60	Supermatrix-ML	0.838487394957983	0.894545454545455	0.0560580595874715	0.146614583333333
family_159	group4 len = 60	Supermatrix-ML	0.672991071428571	0.62375	-0.0492410714285714	0.0304687499999999
family_160	group4 len = 60	Supermatrix-ML	0.854933246499512	0.786363636363636	-0.0685696101358751	0.102604166666667
family_161	group4 len = 60	Supermatrix-ML	0.738321678321678	0.91275	0.174428321678322	0.0973958333333333
family_162	group4 len = 60	Supermatrix-ML	0.811197916666667	0.628181818181818	-0.183016098484848	0.20078125
family_163	group4 len = 60	Supermatrix-ML	0.83344187561055	0.825454545454545	-0.00798733015600483	0.06484375
family_164	group4 len = 60	Supermatrix-ML	0.823666569513261	0.92225	0.0985834304867386	0.0661458333333333
family_165	group4 len = 60	Supermatrix-ML	0.756277901785714	0.952407407407407	0.196129505621693	0.05234375
family_167	group4 len = 60	Supermatrix-ML	0.739398084815321	0.977272727272727	0.237874642457406	0.230729166666667
family_171	group4 len = 60	Supermatrix-ML	0.827035287579883	0.884428571428571	0.0573932838486881	0.09375
family_174	group4 len = 60	Supermatrix-ML	0.692188947205928	0.733	0.0408110527940723	0.0619791666666667
family_175	group4 len = 60	Supermatrix-ML	0.80765625	0.86225	0.05459375	0.129427083333333
family_177	group4 len = 60	Supermatrix-ML	0.816833137485311	0.99075	0.173916862514689	0.179947916666667
family_179	group4 len = 60	Supermatrix-ML	0.647154766219645	0.752962962962963	0.105808196743318	0.0278645833333334
family_180	group4 len = 60	Supermatrix-ML	0.762911507097554	0.958181818181818	0.195270311084265	0.118229166666667
family_181	group4 len = 60	Supermatrix-ML	0.745757918552036	0.992727272727273	0.246969354175236	0.0877604166666667
family_182	group4 len = 60	Supermatrix-ML	0.875126050420168	0.995	0.119873949579832	0.0888020833333334
family_183	group4 len = 60	Supermatrix-ML	0.697832731314254	0.651818181818182	-0.0460145494960721	0.0684895833333334
family_184	group4 len = 60	Supermatrix-ML	0.728789592760181	0.835740740740741	0.10695114798056	0.06875
family_185	group4 len = 60	Supermatrix-ML	0.734027777777778	0.733888888888889	-0.000138888888888911	0.0828125
family_186	group4 len = 60	Supermatrix-ML	0.662857142857143	0.541363636363636	-0.121493506493506	0.215625
family_187	group4 len = 60	Supermatrix-ML	0.816187888198758	0.699545454545454	-0.116642433653303	0.133072916666667
family_188	group4 len = 60	Supermatrix-ML	0.860017246335154	0.776363636363636	-0.0836536099715174	0.0760416666666667
family_189	group4 len = 60	Supermatrix-ML	0.787816962984553	0.820454545454545	0.0326375824699928	0.130729166666667
family_190	group4 len = 60	Supermatrix-ML	0.874717194570136	0.81765625	-0.0570609445701358	0.05390625
family_191	group4 len = 60	Supermatrix-ML	0.748333333333333	0.850925925925926	0.102592592592593	0.0640625
family_192	group4 len = 60	Supermatrix-ML	0.786906290115533	0.754545454545455	-0.0323608355700782	0.109114583333333
family_193	group4 len = 60	Supermatrix-ML	0.7628125	0.821818181818182	0.0590056818181818	0.0872395833333333
family_194	group4 len = 60	Supermatrix-ML	0.79153605015674	0.985555555555556	0.194019505398816	0.16171875
family_195	group4 len = 60	Supermatrix-ML	0.738881118881119	0.823148148148148	0.0842670292670293	0.0877604166666667
family_196	group4 len = 60	Supermatrix-ML	0.763188574759545	0.87953125	0.116342675240455	0.0984375000000001
family_197	group4 len = 60	Supermatrix-ML	0.864686003942551	0.85140625	-0.0132797539425513	0.0856770833333333
family_198	group4 len = 60	Supermatrix-ML	0.821219715956558	0.77	-0.0512197159565579	0.00624999999999998
family_199	group4 len = 60	Supermatrix-ML	0.862123842592593	0.915925925925926	0.0538020833333334	0.109635416666667
family_200	group4 len = 60	Supermatrix-ML	0.798881118881119	0.807	0.00811888111888115	0.113541666666667
family_202	group3 len = 50	Supermatrix-ML	0.858117516012253	0.71075	-0.147367516012253	0.0744791666666667
family_204	group3 len = 50	Supermatrix-ML	0.787524640946212	0.8471875	0.0596628590537877	0.159895833333333
family_205	group3 len = 50	Supermatrix-ML	0.747841826789195	0.717727272727273	-0.0301145540619224	0.0505208333333333
family_206	group3 len = 50	Supermatrix-ML	0.84562962962963	0.975454545454545	0.129824915824916	0.14921875
family_207	group3 len = 50	Supermatrix-ML	0.766741071428571	0.525909090909091	-0.240831980519481	0.155208333333333
family_208	group3 len = 50	Supermatrix-ML	0.828217403548296	0.85275	0.0245325964517037	0.0536458333333334
family_209	group3 len = 50	Supermatrix-ML	0.7996632996633	0.895857142857143	0.0961938431938432	0.0963541666666667
family_210	group3 len = 50	Supermatrix-ML	0.80723739791608	0.76075	-0.0464873979160799	0.128645833333333
family_211	group3 len = 50	Supermatrix-ML	0.772129186602871	0.97125	0.199120813397129	0.0466145833333333
family_212	group3 len = 50	Supermatrix-ML	0.709027777777778	0.883571428571429	0.174543650793651	0.0697916666666667
family_213	group3 len = 50	Supermatrix-ML	0.838285714285714	0.75578125	-0.0825044642857143	0.101302083333333
family_214	group3 len = 50	Supermatrix-ML	0.79986013986014	0.88475	0.0848898601398602	0.111197916666667
family_215	group3 len = 50	Supermatrix-ML	0.746831878344128	0.739	-0.00783187834412846	-0.01328125
family_216	group3 len = 50	Supermatrix-ML	0.792277167277167	0.999545454545455	0.207268287268287	0.131770833333333
family_218	group3 len = 50	Supermatrix-ML	0.848472222222222	0.949583333333333	0.101111111111111	0.0958333333333333
family_219	group3 len = 50	Supermatrix-ML	0.780830280830281	0.91171875	0.130888469169719	0.0471354166666667
family_221	group3 len = 50	Supermatrix-ML	0.796996662958843	0.923857142857143	0.1268604798983	0.03984375
family_222	group3 len = 50	Supermatrix-ML	0.774965034965035	0.747592592592593	-0.0273724423724424	0.126822916666667
family_223	group3 len = 50	Supermatrix-ML	0.755618866729978	0.8565	0.100881133270022	0.128125
family_224	group3 len = 50	Supermatrix-ML	0.834165687426557	0.933181818181818	0.0990161307552612	0.0986979166666666
family_225	group3 len = 50	Supermatrix-ML	0.687134502923977	0.6115	-0.0756345029239767	0.0403645833333333
family_226	group3 len = 50	Supermatrix-ML	0.750962962962963	0.850740740740741	0.0997777777777777	0.0721354166666667
family_227	group3 len = 50	Supermatrix-ML	0.745454545454545	0.836296296296296	0.0908417508417508	0.0677083333333333
family_229	group3 len = 50	Supermatrix-ML	0.750774429738102	0.565909090909091	-0.184865338829011	0.137239583333333
family_230	group3 len = 50	Supermatrix-ML	0.820873205741627	0.851	0.0301267942583732	0.0846354166666666
family_231	group3 len = 50	Supermatrix-ML	0.704171562867215	0.66275	-0.041421562867215	0.0619791666666667
family_232	group3 len = 50	Supermatrix-ML	0.750814814814815	0.89	0.139185185185185	0.10546875
family_233	group3 len = 50	Supermatrix-ML	0.791911083667799	0.934	0.142088916332201	0.075
family_234	group3 len = 50	Supermatrix-ML	0.713727678571429	0.89875	0.185022321428571	0.155729166666667
family_235	group3 len = 50	Supermatrix-ML	0.794849537037037	0.768888888888889	-0.0259606481481482	0.0341145833333333
family_236	group3 len = 50	Supermatrix-ML	0.840909090909091	0.807037037037037	-0.0338720538720538	0.0479166666666667
family_237	group3 len = 50	Supermatrix-ML	0.736131072147169	0.715454545454545	-0.0206765266926232	0.13828125
family_238	group3 len = 50	Supermatrix-ML	0.608860390556689	0.954375	0.345514609443311	0.0369791666666667
family_239	group3 len = 50	Supermatrix-ML	0.703703703703704	0.89275	0.189046296296296	0.1453125
family_240	group3 len = 50	Supermatrix-ML	0.644615384615385	0.827361111111111	0.182745726495727	0.119791666666667
family_241	group3 len = 50	Supermatrix-ML	0.722091656874266	0.846363636363636	0.124271979489371	0.0713541666666666
family_242	group3 len = 50	Supermatrix-ML	0.838804713804714	0.94775	0.108945286195286	0.0731770833333333
family_243	group3 len = 50	Supermatrix-ML	0.804828973843058	0.823181818181818	0.0183528443387598	0.140885416666667
family_244	group3 len = 50	Supermatrix-ML	0.847457627118644	0.721	-0.126457627118644	0.130989583333333
family_245	group3 len = 50	Supermatrix-ML	0.694813213954924	0.704545454545454	0.00973224059053013	0.07421875
family_246	group3 len = 50	Supermatrix-ML	0.821617115865518	0.90775	0.0861328841344817	0.133854166666667
family_247	group3 len = 50	Supermatrix-ML	0.838169642857143	0.66325	-0.174919642857143	0.121614583333333
family_248	group3 len = 50	Supermatrix-ML	0.801724137931034	0.985185185185185	0.183461047254151	0.129166666666667
family_249	group3 len = 50	Supermatrix-ML	0.817124735729387	0.757272727272727	-0.0598520084566596	0.0361979166666667
family_250	group3 len = 50	Supermatrix-ML	0.836243311743171	0.979545454545455	0.143302142802284	0.158854166666667
family_251	group3 len = 50	Supermatrix-ML	0.794653349001175	0.702272727272727	-0.0923806217284479	0.090625
family_253	group3 len = 50	Supermatrix-ML	0.840758838746766	0.521818181818182	-0.318940656928584	0.0697916666666667
family_254	group3 len = 50	Supermatrix-ML	0.792743830787309	0.975185185185185	0.182441354397876	0.144791666666667
family_255	group3 len = 50	Supermatrix-ML	0.720559440559441	0.768518518518518	0.0479590779590779	0.201822916666667
family_257	group3 len = 50	Supermatrix-ML	0.730639256547451	0.773636363636364	0.0429971070889122	0.124479166666667
family_258	group3 len = 50	Supermatrix-ML	0.769142857142857	0.590909090909091	-0.178233766233766	0.0997395833333333
family_259	group3 len = 50	Supermatrix-ML	0.745879120879121	0.838571428571429	0.0926923076923076	0.0484375
family_260	group3 len = 50	Supermatrix-ML	0.670619419642857	0.79546875	0.124849330357143	0.1203125
family_261	group3 len = 50	Supermatrix-ML	0.718153759820427	0.887	0.168846240179574	0.159635416666667
family_262	group3 len = 50	Supermatrix-ML	0.766293706293706	0.75796875	-0.00832495629370633	0.0942708333333333
family_263	group3 len = 50	Supermatrix-ML	0.693472222222222	0.912285714285714	0.218813492063492	-0.0736979166666667
family_264	group3 len = 50	Supermatrix-ML	0.755353009259259	0.915909090909091	0.160556081649832	0.173177083333333
family_265	group3 len = 50	Supermatrix-ML	0.796888024451236	0.748333333333333	-0.0485546911179031	0.0205729166666667
family_266	group3 len = 50	Supermatrix-ML	0.770192584075884	0.81825	0.0480574159241162	0.0903645833333334
family_267	group3 len = 50	Supermatrix-ML	0.750512995896033	0.972272727272727	0.221759731376694	0.0484375
family_268	group3 len = 50	Supermatrix-ML	0.807308970099668	0.86025	0.0529410299003322	0.124739583333333
family_269	group3 len = 50	Supermatrix-ML	0.728740740740741	0.949444444444445	0.220703703703704	0.0486979166666667
family_270	group3 len = 50	Supermatrix-ML	0.776795735129068	0.8925	0.115704264870932	0.147395833333333
family_271	group3 len = 50	Supermatrix-ML	0.755524475524476	0.829444444444444	0.0739199689199689	0.0778645833333333
family_273	group3 len = 50	Supermatrix-ML	0.753510378510378	0.795	0.0414896214896215	0.0364583333333333
family_274	group3 len = 50	Supermatrix-ML	0.781947544642857	0.692407407407407	-0.0895401372354497	0.0817708333333334
family_276	group3 len = 50	Supermatrix-ML	0.698924731182796	0.979259259259259	0.280334528076464	0.15
family_278	group3 len = 50	Supermatrix-ML	0.698412698412698	0.735185185185185	0.0367724867724868	0.102083333333333
family_279	group3 len = 50	Supermatrix-ML	0.760277777777778	0.51	-0.250277777777778	0.0684895833333333
family_280	group3 len = 50	Supermatrix-ML	0.720926843485864	0.906	0.185073156514136	0.0265625
family_281	group3 len = 50	Supermatrix-ML	0.757508342602892	0.7378125	-0.0196958426028921	0.0453125
family_282	group3 len = 50	Supermatrix-ML	0.723442714126807	0.799074074074074	0.0756313599472666	0.09296875
family_283	group3 len = 50	Supermatrix-ML	0.701599086236436	0.63875	-0.0628490862364363	-0.0807291666666667
family_284	group3 len = 50	Supermatrix-ML	0.667130144605117	0.859259259259259	0.192129114654143	0.1421875
family_285	group3 len = 50	Supermatrix-ML	0.791155133928571	0.897962962962963	0.106807829034392	-0.00130208333333331
family_286	group3 len = 50	Supermatrix-ML	0.742283950617284	0.905454545454546	0.163170594837262	0.114583333333333
family_287	group3 len = 50	Supermatrix-ML	0.648331447963801	0.61375	-0.0345814479638009	0.0828125
family_288	group3 len = 50	Supermatrix-ML	0.747429841622673	0.702272727272727	-0.0451571143499457	0.123958333333333
family_289	group3 len = 50	Supermatrix-ML	0.774137385248496	0.896818181818182	0.122680796569685	0.106770833333333
family_290	group3 len = 50	Supermatrix-ML	0.762962962962963	0.733	-0.029962962962963	0.0247395833333333
family_291	group3 len = 50	Supermatrix-ML	0.802183014354067	0.82015625	0.017973235645933	0.0671875
family_292	group3 len = 50	Supermatrix-ML	0.81518665158371	0.9796875	0.16450084841629	0.0473958333333334
family_293	group3 len = 50	Supermatrix-ML	0.818409343715239	0.893518518518519	0.0751091748032794	0.127604166666667
family_295	group3 len = 50	Supermatrix-ML	0.785561660561661	0.765428571428571	-0.0201330891330891	0.05078125
family_296	group3 len = 50	Supermatrix-ML	0.82441565756125	0.904814814814815	0.0803991572535645	0.12734375
family_297	group3 len = 50	Supermatrix-ML	0.683449074074074	0.71453125	0.0310821759259259	0.1671875
family_298	group3 len = 50	Supermatrix-ML	0.738399555432064	0.68325	-0.0551495554320645	0.078125
family_299	group3 len = 50	Supermatrix-ML	0.622030542986425	0.601	-0.0210305429864254	0.0966145833333333
family_300	group3 len = 50	Supermatrix-ML	0.699377828054299	0.810138888888889	0.11076106083459	-0.00937499999999997
family_301	group2 len = 46	Supermatrix-ML	0.800706033376123	0.552727272727273	-0.24797876064885	0.0736979166666667
family_302	group2 len = 46	Supermatrix-ML	0.695891203703704	0.761875	0.0659837962962962	0.0460937499999999
family_303	group2 len = 46	Supermatrix-ML	0.798821548821549	0.779074074074074	-0.0197474747474747	0.2203125
family_304	group2 len = 46	Supermatrix-ML	0.826062795220895	0.94825	0.122187204779105	0.1359375
family_306	group2 len = 46	Supermatrix-ML	0.722992081447964	0.831666666666667	0.108674585218703	0.128125
family_307	group2 len = 46	Supermatrix-ML	0.708951048951049	0.691818181818182	-0.0171328671328671	0.0484375
family_308	group2 len = 46	Supermatrix-ML	0.768507638072855	0.765185185185185	-0.0033224528876703	0.0455729166666666
family_309	group2 len = 46	Supermatrix-ML	0.786133960047004	0.8	0.0138660399529965	0.0682291666666666
family_310	group2 len = 46	Supermatrix-ML	0.760714285714286	0.975	0.214285714285714	0.0033854166666667
family_311	group2 len = 46	Supermatrix-ML	0.844618055555556	0.614	-0.230618055555556	0.11171875
